Date,stock_mkt,RF,trend,trend_gate,exposure,strategy_return,trend_only_return,buy_hold_return
1927-05-25,0.0017,0.0001,0.01504644864337904,1.0,1.0,0.001684126984126984,0.001684126984126984,0.0017
1927-05-26,0.0012,0.0001,0.01504644864337904,1.0,1.0,0.001184126984126984,0.001184126984126984,0.0012
1927-05-27,0.0046,0.0001,0.01504644864337904,1.0,1.0,0.004584126984126984,0.004584126984126984,0.0046
1927-05-28,0.0017,0.0001,0.01504644864337904,1.0,1.0,0.001684126984126984,0.001684126984126984,0.0017
1927-05-31,0.0028,0.0001,0.01504644864337904,1.0,1.0,0.002784126984126984,0.002784126984126984,0.0028
1927-06-01,0.0033,0.0001,0.017592890985778063,1.0,1.0,0.003284126984126984,0.003284126984126984,0.0033
1927-06-02,0.0009,0.0001,0.017592890985778063,1.0,1.0,0.0008841269841269841,0.0008841269841269841,0.0009
1927-06-03,-0.0087,0.0001,0.017592890985778063,1.0,1.0,-0.008715873015873015,-0.008715873015873015,-0.0087
1927-06-04,0.0044,0.0001,0.017592890985778063,1.0,1.0,0.004384126984126984,0.004384126984126984,0.0044
1927-06-06,0.0052,0.0001,0.017592890985778063,1.0,1.0,0.005184126984126984,0.005184126984126984,0.0052
1927-06-07,-0.0027999999999999,0.0001,0.017592890985778063,1.0,1.0,-0.002815873015872916,-0.002815873015872916,-0.0027999999999999
1927-06-08,0.0028,0.0001,0.017592890985778063,1.0,1.0,0.002784126984126984,0.002784126984126984,0.0028
1927-06-09,0.0003,0.0001,0.017592890985778063,1.0,1.0,0.0002841269841269841,0.0002841269841269841,0.0003
1927-06-10,-0.0037,0.0001,0.017592890985778063,1.0,1.0,-0.003715873015873016,-0.003715873015873016,-0.0037
1927-06-11,-0.001,0.0001,0.017592890985778063,1.0,1.0,-0.0010158730158730158,-0.0010158730158730158,-0.001
1927-06-14,-0.0149,0.0001,0.017592890985778063,1.0,1.0,-0.014915873015873016,-0.014915873015873016,-0.0149
1927-06-15,0.0089,0.0001,0.017592890985778063,1.0,1.0,0.008884126984126984,0.008884126984126984,0.0089
